ID;Description;BeginDate;EndDate;BookingFee;TotalPrice;Currency_code;Status_code;Agency_ID;Customer_ID;createdAt;createdBy;modifiedAt;modifiedBy
2598;Vacation;2023-08-05;2023-08-05;30;14680;JPY;O;070004;0000000532;2023-07-19T16:56:23.000Z;Lindwurm;2023-07-20T19:57:30.000Z;Eichbaum
2599;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;10;4891;JPY;A;070026;0000000270;2023-07-07T19:04:58.000Z;Lindwurm;2023-07-17T19:57:54.000Z;Kirk
2600;Vacation to Japan;2023-08-05;2023-08-05;20;9812;JPY;X;070021;0000000268;2023-07-15T12:19:10.000Z;Gutenberg;2023-07-23T00:26:55.000Z;Pratt
2601;Vacation to Japan;2023-08-05;2023-08-05;20;10014;JPY;O;070023;0000000387;2023-07-06T15:08:05.000Z;Illner;2023-07-15T12:08:42.000Z;Schneider
2602;Visiting Anneliese;2023-08-05;2023-08-05;10;4980;JPY;A;070034;0000000029;2023-07-19T22:31:18.000Z;Müller;2023-08-02T21:48:51.000Z;Fischer
2603;Business Trip for Andrej, Max;2023-08-05;2023-08-05;20;9994;JPY;O;070006;0000000028;2023-07-18T00:59:34.000Z;Simonen;2023-07-20T06:56:14.000Z;Gutenberg
2604;Vacation;2023-08-05;2023-08-05;10;5076;JPY;O;070047;0000000115;2023-07-22T01:22:31.000Z;Deichgraeber;2023-08-10T18:24:32.000Z;Martin
2605;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;20;10163;JPY;X;070030;0000000023;2023-07-20T12:26:54.000Z;Miguel;2023-08-01T13:13:52.000Z;Pratt
2606;Vacation;2023-08-05;2023-08-05;20;10340;JPY;O;070041;0000000337;2023-07-16T18:27:55.000Z;Prinz;2023-08-02T17:15:29.000Z;Deichgraeber
2607;Vacation;2023-08-05;2023-08-05;10;5175;JPY;O;070043;0000000440;2023-07-18T14:15:29.000Z;Deichgraeber;2023-08-04T18:25:34.000Z;Domenech
2608;Vacation to Japan;2023-08-05;2023-08-05;10;5168;JPY;O;070025;0000000462;2023-07-08T04:25:51.000Z;Gutenberg;2023-07-18T00:08:30.000Z;Hoffen
2609;Business Trip for Astrid;2023-08-05;2023-08-05;10;5277;JPY;O;070008;0000000330;2023-07-14T03:19:54.000Z;Mechler;2023-07-17T05:30:13.000Z;Koller
2610;Business Trip;2023-08-05;2023-08-05;20;10548;JPY;X;070038;0000000185;2023-07-09T05:26:20.000Z;Domenech;2023-07-24T14:41:10.000Z;Goelke
2611;Visiting Simon;2023-08-05;2023-08-05;20;10579;JPY;A;070033;0000000456;2023-07-08T21:47:30.000Z;Matthaeus;2023-07-21T10:26:44.000Z;Müller
2612;Vacation to Japan;2023-08-05;2023-08-05;20;10744;JPY;O;070021;0000000427;2023-07-11T21:45:34.000Z;Becker;2023-07-19T22:48:59.000Z;Leisert
2613;Business Trip;2023-08-05;2023-08-05;30;16450;JPY;A;070036;0000000291;2023-07-15T02:30:40.000Z;Sudhoff;2023-07-29T16:47:15.000Z;Benz
2614;Vacation;2023-08-05;2023-08-05;10;5453;JPY;O;070049;0000000413;2023-07-13T22:37:49.000Z;Gahl;2023-08-02T12:33:17.000Z;Becker
2615;Vacation;2023-08-05;2023-08-05;10;5545;JPY;X;070005;0000000370;2023-07-03T17:14:57.000Z;Buehler;2023-07-04T06:05:04.000Z;Ryan
2616;Vacation;2023-08-05;2023-08-05;20;11132;JPY;O;070050;0000000080;2023-07-16T21:18:38.000Z;Goelke;2023-08-05T05:36:40.000Z;Leisert
2617;Business Trip;2023-08-05;2023-08-05;30;16679;JPY;A;070037;0000000011;2023-07-06T04:16:37.000Z;Madeira;2023-07-21T20:46:05.000Z;Koller
2618;Vacation;2023-08-05;2023-08-05;30;16975;JPY;O;070044;0000000390;2023-07-12T15:17:59.000Z;Kreiss;2023-07-30T09:02:23.000Z;Moyano
2619;Vacation;2023-08-05;2023-08-05;30;17258;JPY;O;070001;0000000335;2023-07-11T04:58:46.000Z;Pan;2023-07-11T18:33:53.000Z;Koller
2620;Business Trip to Japan;2023-08-05;2023-08-05;10;5850;JPY;X;070020;0000000354;2023-07-07T04:43:15.000Z;Neubasler;2023-07-15T01:41:02.000Z;Hoffen
2621;Vacation;2023-08-05;2023-08-05;10;5857;JPY;O;070043;0000000154;2023-07-06T06:32:59.000Z;Picard;2023-07-24T19:33:18.000Z;Simonen
2622;Vacation to Japan;2023-08-05;2023-08-05;10;5848;JPY;O;070023;0000000451;2023-07-06T15:23:59.000Z;Vrsic;2023-07-14T23:52:58.000Z;Schneider
2623;Vacation;2023-08-05;2023-08-05;30;17559;JPY;O;070050;0000000264;2023-07-20T16:12:16.000Z;Meier;2023-08-09T20:27:41.000Z;Eichbaum
2624;Vacation for Johann, Theresia, Ruth;2023-08-05;2023-08-05;30;17826;JPY;O;070013;0000000121;2023-07-10T04:32:56.000Z;Meier;2023-07-15T20:45:24.000Z;Hoffen
2625;Business Trip for Benjamin, Gisela, Lee;2023-08-05;2023-08-05;30;18064;JPY;X;070010;0000000404;2023-07-16T19:42:39.000Z;Kramer;2023-07-20T11:21:16.000Z;Kirk
2626;Business Trip;2023-08-05;2023-08-05;20;12439;JPY;O;070040;0000000486;2023-07-07T10:00:59.000Z;Detemple;2023-07-23T01:06:21.000Z;Babilon
2627;Business Trip to Japan;2023-08-05;2023-08-05;20;12431;JPY;O;070017;0000000401;2023-07-15T00:39:00.000Z;Koslowski;2023-07-22T03:35:04.000Z;Gutenberg
2628;Vacation;2023-08-05;2023-08-05;30;18905;JPY;O;070045;0000000135;2023-07-09T00:54:42.000Z;Schneider;2023-07-27T15:34:20.000Z;Fischmann
2629;Visiting Jasmin;2023-08-05;2023-08-05;20;12780;JPY;A;070031;0000000200;2023-07-07T14:31:03.000Z;Lindwurm;2023-07-19T18:38:43.000Z;Domenech
2630;Vacation;2024-06-01;2024-06-01;30;4664;EUR;X;070046;0000000399;2023-10-03T05:03:33.000Z;Jeremias;2023-10-21T23:15:56.000Z;Goelke
2631;Vacation;2024-06-01;2024-06-01;30;4675;EUR;O;070046;0000000186;2023-10-03T20:09:13.000Z;Lautenbach;2023-10-22T17:43:20.000Z;Madeira
2632;Sightseeing in Tokyo, Honshu;2023-08-05;2023-08-05;10;6421;JPY;A;070028;0000000003;2023-07-12T22:15:38.000Z;Mustermann;2023-07-23T21:16:02.000Z;Becker
2633;Vacation;2024-06-01;2024-06-01;30;4727;EUR;O;070002;0000000368;2023-10-03T11:32:56.000Z;Henry;2023-10-03T07:32:42.000Z;Zimmermann
2634;Sightseeing in New York City, New York;2024-06-01;2024-06-01;30;4694;EUR;A;070030;0000000414;2023-10-03T13:52:53.000Z;Montero;2023-10-15T14:47:58.000Z;Benjamin
2635;Business Trip for Volker, Kristina, Christa;2024-06-01;2024-06-01;30;4783;EUR;X;070007;0000000455;2023-10-03T17:58:16.000Z;Henry;2023-10-05T07:47:39.000Z;Ryan
2636;Business Trip for Matthias, Guillermo;2024-06-01;2024-06-01;20;3178;EUR;O;070008;0000000339;2023-10-03T22:55:28.000Z;Koller;2023-10-06T04:10:39.000Z;Becker
2637;Business Trip for Dominik;2024-06-01;2024-06-01;10;1558;EUR;O;070008;0000000031;2023-10-03T20:14:58.000Z;Prinz;2023-10-06T17:02:13.000Z;Meier
2638;Vacation;2024-06-01;2024-06-01;20;3227;EUR;O;070045;0000000184;2023-10-03T11:40:18.000Z;Eichbaum;2023-10-21T16:00:01.000Z;Zimmermann
2639;Business Trip;2024-06-01;2024-06-01;10;1574;EUR;A;070038;0000000532;2023-10-03T05:34:48.000Z;Mechler;2023-10-18T05:54:59.000Z;Mechler
2640;Vacation to USA;2024-06-01;2024-06-01;20;3109;EUR;X;070023;0000000511;2023-10-03T00:30:34.000Z;Benjamin;2023-10-12T12:09:10.000Z;Columbo
2641;Business Trip for Matthias, Walter;2024-06-01;2024-06-01;20;3144;EUR;O;070006;0000000200;2023-10-03T09:11:59.000Z;Delon;2023-10-05T09:34:01.000Z;Trensch
2642;Vacation for Florian, Illya;2024-06-01;2024-06-01;20;3128;EUR;O;070011;0000000426;2023-10-03T14:42:19.000Z;Neubasler;2023-10-07T01:19:45.000Z;Montero
2643;Business Trip for Hendrik, Ludwig, Amelie;2024-06-01;2024-06-01;30;4690;EUR;O;070006;0000000400;2023-10-03T22:08:51.000Z;Vrsic;2023-10-04T23:33:00.000Z;Becker
2644;Vacation;2024-06-01;2024-06-01;20;3125;EUR;O;070045;0000000506;2023-10-03T21:23:05.000Z;Matthaeus;2023-10-21T10:22:45.000Z;Leisert
2645;Vacation;2024-06-01;2024-06-01;10;1592;EUR;X;070047;0000000132;2023-10-03T04:01:36.000Z;Mechler;2023-10-22T05:34:02.000Z;Hoffen
2646;Business Trip;2024-06-01;2024-06-01;20;3134;EUR;O;070039;0000000466;2023-10-03T14:55:37.000Z;Henry;2023-10-19T07:34:33.000Z;Montero
2647;Sightseeing in New York City, New York;2024-06-01;2024-06-01;20;3129;EUR;A;070026;0000000106;2023-10-03T16:43:10.000Z;Mechler;2023-10-13T05:06:44.000Z;Gueldenpfenn
2648;Vacation;2024-06-01;2024-06-01;20;3160;EUR;O;070045;0000000300;2023-10-03T21:36:36.000Z;Hansmann;2023-10-21T03:58:26.000Z;Müller
2649;Business Trip for Amelie;2024-06-01;2024-06-01;10;1557;EUR;O;070009;0000000271;2023-10-03T20:18:18.000Z;D´Oultrement;2023-10-06T08:43:23.000Z;Rahn
2650;Vacation for Theresia;2024-06-01;2024-06-01;10;1612;EUR;X;070015;0000000473;2023-10-02T23:02:20.000Z;Schneider;2023-10-08T15:27:50.000Z;Vrsic
2651;Vacation;2024-06-01;2024-06-01;20;3275;EUR;O;070043;0000000083;2023-10-03T14:21:44.000Z;Koller;2023-10-20T03:23:02.000Z;Montero
2652;Visiting Chantal;2024-06-01;2024-06-01;30;4923;EUR;A;070034;0000000073;2023-10-03T08:49:50.000Z;Domenech;2023-10-17T14:17:30.000Z;Jacqmain
2653;Business Trip to USA;2024-06-01;2024-06-01;20;3283;EUR;O;070017;0000000336;2023-10-03T19:48:12.000Z;Kreiss;2023-10-09T09:27:17.000Z;Sisko
2654;Visiting Anna;2024-06-01;2024-06-01;10;1666;EUR;A;070034;0000000267;2023-10-03T01:16:51.000Z;Delon;2023-10-16T09:47:03.000Z;Neubasler
2655;Sightseeing in New York City, New York;2024-06-01;2024-06-01;30;4870;EUR;X;070027;0000000395;2023-10-03T18:03:32.000Z;Koslowski;2023-10-14T03:04:48.000Z;Pan
2656;Business Trip for Uli, Cindy;2024-06-01;2024-06-01;20;3237;EUR;O;070007;0000000073;2023-10-03T06:25:44.000Z;Wohl;2023-10-05T03:38:12.000Z;Simonen
2657;Vacation to USA;2024-06-01;2024-06-01;20;3242;EUR;O;070023;0000000399;2023-10-03T13:25:50.000Z;Weiss;2023-10-12T13:54:10.000Z;Sessler
2658;Vacation to USA;2024-06-01;2024-06-01;20;3256;EUR;O;070021;0000000534;2023-10-03T13:32:18.000Z;Waldmann;2023-10-11T05:09:41.000Z;Miguel
2659;Business Trip to USA;2024-06-01;2024-06-01;20;3400;EUR;O;070016;0000000259;2023-10-03T08:39:07.000Z;Pratt;2023-10-09T12:56:20.000Z;D´Oultrement
2660;Vacation for Illya;2024-06-01;2024-06-01;10;1687;EUR;X;070014;0000000270;2023-10-03T18:15:08.000Z;Müller;2023-10-08T21:23:08.000Z;Pan
2661;Business Trip for Claire, Kurt;2024-06-01;2024-06-01;20;3362;EUR;O;070008;0000000018;2023-10-03T15:56:12.000Z;Eichbaum;2023-10-06T16:50:39.000Z;Moyano
2662;Business Trip;2024-06-01;2024-06-01;30;5068;EUR;A;070036;0000000017;2023-10-03T22:04:30.000Z;Moyano;2023-10-18T15:22:36.000Z;Mustermann
2663;Business Trip to USA;2024-06-01;2024-06-01;20;3501;EUR;O;070016;0000000451;2023-10-03T20:34:48.000Z;Mustermann;2023-10-09T22:10:26.000Z;Meier
2664;Vacation for Christa, Ida;2024-06-01;2024-06-01;20;3511;EUR;O;070015;0000000531;2023-10-03T17:17:09.000Z;Ryan;2023-10-08T17:11:36.000Z;Prinz
2665;Vacation;2024-06-01;2024-06-01;10;1738;EUR;X;070043;0000000414;2023-10-03T14:20:47.000Z;Miguel;2023-10-20T13:27:31.000Z;Domenech
2666;Vacation;2024-06-01;2024-06-01;20;3510;EUR;O;070045;0000000144;2023-10-03T18:27:56.000Z;Müller;2023-10-21T21:19:36.000Z;Deichgraeber
2667;Vacation to USA;2024-06-01;2024-06-01;10;1764;EUR;O;070021;0000000406;2023-10-03T04:01:25.000Z;Fischmann;2023-10-11T00:14:13.000Z;Koller
2668;Vacation;2024-06-01;2024-06-01;20;3504;EUR;O;070042;0000000257;2023-10-03T10:09:23.000Z;Waldmann;2023-10-20T05:39:51.000Z;Cesari
2669;Vacation;2024-06-01;2024-06-01;20;3481;EUR;O;070047;0000000134;2023-10-03T17:24:40.000Z;Fischer;2023-10-22T22:48:35.000Z;Lautenbach
2670;Business Trip to USA;2024-06-01;2024-06-01;20;3507;EUR;X;070020;0000000393;2023-10-03T02:44:55.000Z;Ryan;2023-10-11T17:19:08.000Z;Detemple
2671;Vacation to USA;2024-06-01;2024-06-01;10;1801;EUR;O;070021;0000000337;2023-10-03T02:10:03.000Z;Cesari;2023-10-11T10:44:02.000Z;Barth
2672;Vacation to USA;2024-06-01;2024-06-01;10;1810;EUR;O;070025;0000000261;2023-10-03T07:10:06.000Z;Moyano;2023-10-13T15:07:14.000Z;Henry
2673;Business Trip;2024-06-01;2024-06-01;20;3629;EUR;O;070039;0000000428;2023-10-03T11:50:19.000Z;Hunter;2023-10-19T09:37:31.000Z;Kramer
2674;Visiting Allen;2024-06-01;2024-06-01;10;1804;EUR;A;070035;0000000226;2023-10-03T06:09:05.000Z;Jacqmain;2023-10-17T08:30:52.000Z;Heller
2675;Business Trip to USA;2024-06-01;2024-06-01;20;3622;EUR;X;070019;0000000346;2023-10-03T00:54:07.000Z;Koller;2023-10-10T04:42:06.000Z;Fischmann
2676;Vacation;2024-06-01;2024-06-01;10;1858;EUR;O;070042;0000000372;2023-10-03T19:52:42.000Z;Jacqmain;2023-10-20T08:13:05.000Z;Picard
2677;Visiting Horst;2024-06-01;2024-06-01;20;3736;EUR;A;070033;0000000214;2023-10-03T03:50:22.000Z;Jeremias;2023-10-15T23:12:03.000Z;Wohl
2678;Visiting Salvador;2024-06-01;2024-06-01;30;5669;EUR;A;070031;0000000236;2023-10-03T04:31:18.000Z;Cesari;2023-10-15T10:51:23.000Z;Dumbach
2679;Vacation;2024-06-01;2024-06-01;30;5612;EUR;O;070044;0000000036;2023-10-03T13:53:15.000Z;Henry;2023-10-21T07:28:40.000Z;Miguel
2680;Sightseeing in New York City, New York;2024-06-01;2024-06-01;20;3873;EUR;X;070029;0000000146;2023-10-03T10:30:38.000Z;Becker;2023-10-15T22:03:46.000Z;Matthaeus
2681;Vacation;2024-06-01;2024-06-01;10;1976;EUR;O;070047;0000000187;2023-10-03T17:44:06.000Z;Pratt;2023-10-22T12:37:00.000Z;Prinz
2682;Business Trip to USA;2024-06-01;2024-06-01;30;5846;EUR;O;070017;0000000401;2023-10-03T10:01:27.000Z;Kirk;2023-10-09T19:13:33.000Z;Trensch
2683;Vacation to USA;2024-06-01;2024-06-01;20;3865;EUR;O;070021;0000000004;2023-10-03T01:46:12.000Z;Hunter;2023-10-11T08:08:59.000Z;Neubasler
2684;Vacation to USA;2024-06-01;2024-06-01;10;1996;EUR;O;070023;0000000131;2023-10-03T04:23:43.000Z;Trensch;2023-10-12T10:58:16.000Z;Dumbach
2685;Vacation;2024-06-01;2024-06-01;20;3985;EUR;X;070047;0000000208;2023-10-03T15:19:39.000Z;Lindwurm;2023-10-22T18:59:52.000Z;Schneider
2686;Business Trip;2024-06-01;2024-06-01;20;3974;EUR;A;070036;0000000188;2023-10-03T10:23:03.000Z;Fischer;2023-10-17T22:08:38.000Z;Cesari
2687;Vacation to USA;2024-06-01;2024-06-01;30;6158;EUR;O;070022;0000000073;2023-10-03T00:38:54.000Z;Kramer;2023-10-12T11:33:07.000Z;Columbo
2688;Vacation;2024-06-01;2024-06-01;20;4125;EUR;O;070045;0000000099;2023-10-03T16:18:45.000Z;Rahn;2023-10-21T21:32:27.000Z;Gueldenpfenn
2689;Vacation;2024-06-01;2024-06-01;20;4119;EUR;O;070041;0000000174;2023-10-03T03:09:07.000Z;Gueldenpfenn;2023-10-19T16:09:49.000Z;Wohl
2690;Business Trip;2024-06-01;2024-06-01;20;4224;EUR;X;070037;0000000146;2023-10-03T21:42:36.000Z;Gahl;2023-10-18T12:08:40.000Z;Leisert
2691;Business Trip to USA;2024-06-01;2024-06-01;10;2105;EUR;O;070018;0000000207;2023-10-03T19:06:52.000Z;Mustermann;2023-10-10T22:27:27.000Z;Picard
2692;Vacation;2024-06-01;2024-06-01;30;6348;EUR;O;070001;0000000062;2023-10-03T19:10:26.000Z;Pan;2023-10-03T18:42:09.000Z;Picard
2693;Business Trip to USA;2024-06-01;2024-06-01;20;4256;EUR;O;070017;0000000338;2023-10-03T03:30:40.000Z;Mustermann;2023-10-10T22:48:49.000Z;Wohl
2694;Visiting Johannes;2024-06-01;2024-06-01;30;6548;EUR;A;070034;0000000082;2023-10-03T08:12:23.000Z;Montero;2023-10-17T14:32:51.000Z;D´Oultrement
2695;Business Trip to USA;2024-06-01;2024-06-01;30;6535;EUR;X;070017;0000000201;2023-10-03T18:31:19.000Z;Jacqmain;2023-10-09T08:47:09.000Z;Pan
2696;Vacation to USA;2024-06-01;2024-06-01;10;2281;EUR;O;070022;0000000251;2023-10-03T20:25:45.000Z;Cesari;2023-10-12T10:34:29.000Z;Madeira
2697;Vacation;2024-06-01;2024-06-01;20;4456;EUR;O;070005;0000000021;2023-10-03T18:04:57.000Z;Meier;2023-10-05T20:43:27.000Z;Pan
2698;Vacation to USA;2024-06-01;2024-06-01;20;4718;EUR;O;070022;0000000024;2023-10-03T17:51:26.000Z;Vrsic;2023-10-11T23:35:08.000Z;Ryan
2699;Business Trip;2024-06-01;2024-06-01;10;2292;EUR;A;070037;0000000287;2023-10-03T03:39:41.000Z;Benz;2023-10-18T02:26:40.000Z;Hansmann
2700;Business Trip for Juan, Jasmin;2024-06-01;2024-06-01;20;4665;EUR;X;070006;0000000044;2023-10-03T22:36:06.000Z;Cesari;2023-10-05T10:18:29.000Z;Fischer
2701;Vacation;2024-06-01;2024-06-01;10;2309;EUR;O;070001;0000000095;2023-10-03T13:47:41.000Z;Illner;2023-10-03T12:16:22.000Z;Miguel
2702;Vacation;2024-06-01;2024-06-01;10;2358;EUR;O;070041;0000000207;2023-10-03T16:57:29.000Z;Fischmann;2023-10-20T00:47:06.000Z;Sudhoff
2703;Vacation to USA;2024-06-01;2024-06-01;10;2361;EUR;O;070021;0000000078;2023-10-03T12:27:04.000Z;Domenech;2023-10-11T14:26:00.000Z;Gahl
2704;Business Trip to USA;2024-06-01;2024-06-01;10;2376;EUR;O;070017;0000000154;2023-10-03T03:50:46.000Z;Madeira;2023-10-09T20:35:31.000Z;Hansmann
2705;Vacation;2024-06-01;2024-06-01;20;4718;EUR;X;070046;0000000002;2023-10-03T06:11:55.000Z;Martin;2023-10-21T01:01:54.000Z;Heller
2706;Vacation for Max, Felix, Anna;2024-06-01;2024-06-01;30;7203;EUR;O;070013;0000000489;2023-10-03T17:56:47.000Z;Kreiss;2023-10-08T09:56:26.000Z;Ryan
2707;Vacation;2024-06-01;2024-06-01;20;4926;EUR;O;070004;0000000188;2023-10-03T21:48:48.000Z;Mechler;2023-10-04T05:27:48.000Z;Müller
2708;Business Trip to USA;2024-06-01;2024-06-01;10;2511;EUR;O;070018;0000000241;2023-10-03T12:40:02.000Z;Becker;2023-10-10T22:55:54.000Z;Gahl
2709;Vacation;2024-06-01;2024-06-01;20;4957;EUR;O;070045;0000000131;2023-10-03T13:24:54.000Z;Weiss;2023-10-21T13:22:38.000Z;Miguel
2710;Business Trip to USA;2024-06-01;2024-06-01;30;7470;EUR;X;070019;0000000497;2023-10-02T23:40:49.000Z;Goelke;2023-10-10T05:26:46.000Z;Jeremias
2711;Vacation to USA;2024-06-01;2024-06-01;10;2510;EUR;O;070023;0000000134;2023-10-03T07:57:49.000Z;Barth;2023-10-12T02:27:53.000Z;Henry
2712;Sightseeing in New York City, New York;2024-06-01;2024-06-01;20;5159;EUR;A;070028;0000000426;2023-10-03T04:20:49.000Z;Illner;2023-10-14T12:21:17.000Z;Goelke
2713;Business Trip to USA;2024-06-01;2024-06-01;10;2554;EUR;O;070017;0000000213;2023-10-03T20:32:55.000Z;Lindwurm;2023-10-10T18:53:04.000Z;Meier
2714;Sightseeing in New York City, New York;2024-06-01;2024-06-01;30;7968;EUR;A;070029;0000000258;2023-10-02T23:07:56.000Z;Lindwurm;2023-10-14T19:44:10.000Z;Vrsic
2715;Vacation to USA;2024-06-01;2024-06-01;20;5386;EUR;X;070022;0000000017;2023-10-02T23:04:47.000Z;Lindwurm;2023-10-11T19:27:32.000Z;Jeremias
2716;Business Trip to USA;2024-06-01;2024-06-01;20;5354;EUR;O;070020;0000000084;2023-10-03T16:42:40.000Z;Koller;2023-10-11T03:39:02.000Z;Sudhoff
2717;Vacation for Horst;2024-06-01;2024-06-01;10;2706;EUR;O;070011;0000000404;2023-10-03T15:39:51.000Z;Illner;2023-10-07T12:55:25.000Z;Moyano
2718;Business Trip to USA;2024-06-01;2024-06-01;10;2694;EUR;O;070020;0000000411;2023-10-03T04:51:14.000Z;Sisko;2023-10-11T19:41:20.000Z;Koller
2719;Vacation;2024-06-01;2024-06-01;30;8054;EUR;O;070005;0000000099;2023-10-03T14:27:01.000Z;Detemple;2023-10-05T01:28:08.000Z;Domenech
2720;Sightseeing in New York City, New York;2024-06-01;2024-06-01;20;5446;EUR;X;070026;0000000385;2023-10-03T11:49:34.000Z;Picard;2023-10-13T19:48:34.000Z;Kramer
2721;Vacation for Anneliese, Illya;2024-06-01;2024-06-01;20;5564;EUR;O;070013;0000000091;2023-10-03T22:01:41.000Z;Meier;2023-10-08T20:11:05.000Z;Becker
2722;Visiting Astrid;2024-06-01;2024-06-01;10;2847;EUR;A;070033;0000000285;2023-10-03T21:08:50.000Z;Hoffen;2023-10-16T04:03:54.000Z;Müller
2723;Vacation to USA;2024-06-01;2024-06-01;30;8566;EUR;O;070023;0000000522;2023-10-03T20:37:37.000Z;Columbo;2023-10-12T00:10:29.000Z;Sisko
2724;Vacation;2024-06-01;2024-06-01;10;2924;EUR;O;070048;0000000291;2023-10-03T09:28:30.000Z;Cesari;2023-10-22T10:01:07.000Z;Delon
2725;Vacation to USA;2024-06-01;2024-06-01;20;5731;EUR;X;070022;0000000045;2023-10-03T05:06:38.000Z;Lindwurm;2023-10-12T19:40:13.000Z;Waldmann
2726;Business Trip;2024-06-01;2024-06-01;20;5826;EUR;A;070037;0000000241;2023-10-03T08:17:37.000Z;Cesari;2023-10-18T10:14:32.000Z;Jacqmain
2727;Vacation to USA;2024-06-01;2024-06-01;30;8753;EUR;O;070021;0000000534;2023-10-03T02:19:19.000Z;Hunter;2023-10-11T08:10:19.000Z;Hansmann
2728;Vacation to USA;2024-06-01;2024-06-01;20;6014;EUR;O;070021;0000000003;2023-10-03T06:17:20.000Z;Babilon;2023-10-11T11:48:21.000Z;Buehler
2729;Vacation to USA;2024-06-01;2024-06-01;10;3058;EUR;O;070023;0000000200;2023-10-03T09:33:59.000Z;Detemple;2023-10-12T02:46:20.000Z;Delon
2730;Vacation;2024-06-01;2024-06-01;20;6115;EUR;X;070042;0000000207;2023-10-03T18:43:46.000Z;Barth;2023-10-20T02:33:37.000Z;Lindwurm
2731;Business Trip for Astrid, Allen;2024-06-01;2024-06-01;20;6195;EUR;O;070008;0000000481;2023-10-03T17:54:39.000Z;Sisko;2023-10-06T19:46:59.000Z;Prinz
2732;Business Trip for Kristina, Volker;2024-06-01;2024-06-01;20;6320;EUR;O;070007;0000000235;2023-10-03T09:47:09.000Z;Miguel;2023-10-05T13:08:48.000Z;Delon
2733;Vacation;2024-06-01;2024-06-01;10;3173;EUR;O;070001;0000000102;2023-10-03T20:01:47.000Z;Waldmann;2023-10-03T05:11:44.000Z;Meier
2734;Vacation;2024-06-01;2024-06-01;20;6349;EUR;O;070004;0000000125;2023-10-03T10:08:58.000Z;Picard;2023-10-04T19:07:33.000Z;Cesari
2735;Business Trip;2024-06-01;2024-06-01;30;9658;EUR;X;070038;0000000147;2023-10-03T09:56:30.000Z;Fischmann;2023-10-18T00:07:29.000Z;Trensch
2736;Vacation;2024-06-01;2024-06-01;20;6428;EUR;O;070005;0000000264;2023-10-03T09:56:58.000Z;Trensch;2023-10-04T09:16:13.000Z;Kreiss
2737;Vacation;2024-06-01;2024-06-01;10;3231;EUR;O;070048;0000000313;2023-10-03T12:52:23.000Z;Eichbaum;2023-10-22T16:38:25.000Z;Gahl
2738;Business Trip for Theresia, Thilo;2024-06-01;2024-06-01;20;6567;EUR;O;070009;0000000490;2023-10-03T21:14:02.000Z;Henry;2023-10-06T07:22:02.000Z;Rahn
2739;Vacation;2024-06-01;2024-06-01;10;3292;EUR;O;070046;0000000006;2023-10-03T14:32:37.000Z;D´Oultrement;2023-10-22T08:11:19.000Z;Sessler
2740;Business Trip to USA;2024-06-01;2024-06-01;20;6697;EUR;X;070017;0000000477;2023-10-02T23:18:48.000Z;Kramer;2023-10-09T11:15:58.000Z;Jeremias
2741;Vacation;2024-06-01;2024-06-01;10;3364;EUR;O;070004;0000000092;2023-10-03T20:35:10.000Z;Madeira;2023-10-04T20:00:15.000Z;Madeira
2742;Business Trip to USA;2024-06-01;2024-06-01;30;10083;EUR;O;070016;0000000333;2023-10-03T01:50:58.000Z;Ryan;2023-10-09T17:57:33.000Z;Detemple
2743;Sightseeing in New York City, New York;2024-06-01;2024-06-01;10;3412;EUR;A;070026;0000000041;2023-10-02T23:38:21.000Z;Fischmann;2023-10-13T00:00:38.000Z;Vrsic
2744;Vacation;2024-06-01;2024-06-01;20;6932;EUR;O;070001;0000000470;2023-10-02T23:06:25.000Z;Mechler;2023-10-03T05:21:51.000Z;Jeremias
2745;Vacation;2024-06-01;2024-06-01;10;3542;EUR;X;070005;0000000214;2023-10-03T05:24:56.000Z;Jacqmain;2023-10-04T08:32:20.000Z;Mechler
2746;Sightseeing in New York City, New York;2024-06-01;2024-06-01;10;3522;EUR;A;070027;0000000080;2023-10-03T14:53:11.000Z;Picard;2023-10-14T19:31:28.000Z;Montero
2747;Vacation;2024-06-01;2024-06-01;10;3542;EUR;O;070002;0000000259;2023-10-03T14:26:17.000Z;Hunter;2023-10-03T09:08:22.000Z;Sessler
2748;Vacation;2024-06-01;2024-06-01;20;7103;EUR;O;070005;0000000443;2023-10-03T10:22:32.000Z;Dumbach;2023-10-05T04:03:42.000Z;Matthaeus
2749;Business Trip for Georg;2024-06-01;2024-06-01;10;3597;EUR;O;070006;0000000062;2023-10-03T06:05:47.000Z;Miguel;2023-10-05T13:43:49.000Z;Simonen
2750;Business Trip for Lee, Walter;2024-06-01;2024-06-01;20;7290;EUR;X;070008;0000000346;2023-10-03T19:17:59.000Z;Matthaeus;2023-10-06T10:40:17.000Z;Kirk
2751;Business Trip for Johannes, Matthias;2024-06-01;2024-06-01;20;7317;EUR;O;070008;0000000022;2023-10-03T03:09:03.000Z;Madeira;2023-10-06T20:35:15.000Z;Wohl
2752;Visiting Siegfried;2024-06-01;2024-06-01;20;7307;EUR;A;070032;0000000212;2023-10-03T05:00:33.000Z;Leisert;2023-10-16T21:26:48.000Z;Goelke
